gagnasafn,rod,lykill,dags,gildi,texti
island_finnland,finland_nominal_mortgage_rate,,2023-04-01,3.69,""
island_finnland,finland_nominal_mortgage_rate,,2023-05-01,3.85,""
island_finnland,finland_nominal_mortgage_rate,,2023-06-01,4.03,""
island_finnland,finland_nominal_mortgage_rate,,2023-07-01,4.15,""
island_finnland,finland_nominal_mortgage_rate,,2023-08-01,4.25,""
island_finnland,finland_nominal_mortgage_rate,,2023-09-01,4.37,""
island_finnland,finland_nominal_mortgage_rate,,2023-10-01,4.43,""
island_finnland,finland_nominal_mortgage_rate,,2023-11-01,4.39,""
island_finnland,finland_nominal_mortgage_rate,,2023-12-01,4.28,""
island_finnland,finland_nominal_mortgage_rate,,2024-01-01,4.12,""
island_finnland,finland_nominal_mortgage_rate,,2024-02-01,4.19,""
island_finnland,finland_nominal_mortgage_rate,,2024-03-01,4.21,""
island_finnland,finland_nominal_mortgage_rate,,2024-04-01,4.2,""
island_finnland,finland_nominal_mortgage_rate,,2024-05-01,4.2,""
island_finnland,finland_nominal_mortgage_rate,,2024-06-01,4.17,""
island_finnland,finland_nominal_mortgage_rate,,2024-07-01,4.1,""
island_finnland,finland_nominal_mortgage_rate,,2024-08-01,3.85,""
island_finnland,finland_nominal_mortgage_rate,,2024-09-01,3.67,""
island_finnland,finland_nominal_mortgage_rate,,2024-10-01,3.45,""
island_finnland,finland_nominal_mortgage_rate,,2024-11-01,3.31,""
island_finnland,finland_nominal_mortgage_rate,,2024-12-01,3.21,""
island_finnland,finland_nominal_mortgage_rate,,2025-01-01,3.23,""
island_finnland,finland_nominal_mortgage_rate,,2025-02-01,3.13,""
island_finnland,finland_nominal_mortgage_rate,,2025-03-01,3.09,""
island_finnland,finland_nominal_mortgage_rate,,2025-04-01,2.86,""
island_finnland,finland_nominal_mortgage_rate,,2025-05-01,2.81,""
island_finnland,finland_nominal_mortgage_rate,,2025-06-01,2.74,""
island_finnland,finland_nominal_mortgage_rate,,2025-07-01,2.76,""
island_finnland,finland_nominal_mortgage_rate,,2025-08-01,2.77,""
island_finnland,finland_nominal_mortgage_rate,,2025-09-01,2.78,""
island_finnland,finland_nominal_mortgage_rate,,2025-10-01,2.78,""
island_finnland,finland_nominal_mortgage_rate,,2025-11-01,2.81,""
island_finnland,finland_nominal_mortgage_rate,,2025-12-01,2.82,""
island_finnland,finland_nominal_mortgage_rate,,2026-01-01,2.78,""
island_finnland,finland_nominal_mortgage_rate,,2026-02-01,2.77,""
island_finnland,finland_nominal_mortgage_rate,,2026-03-01,2.97,""
island_finnland,finland_nominal_mortgage_rate,,2026-04-01,3.03,""
island_finnland,finland_nominal_mortgage_rate,,2026-05-01,NaN,""
island_finnland,finland_nominal_mortgage_rate,,2026-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,1999-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2000-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2001-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2002-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2003-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2004-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2005-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2006-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2007-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2008-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2009-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-04-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-05-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-06-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-07-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-08-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-09-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-10-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-11-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2010-12-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-01-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-02-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-03-01,NaN,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-04-01,0.311407,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-05-01,0.350545,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-06-01,0.360329,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-07-01,0.438606,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-08-01,0.34076,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-09-01,0.330976,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-10-01,0.379899,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-11-01,0.360329,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2011-12-01,0.34076,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-01-01,0.193992,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-02-01,0.105931,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-03-01,-0.040838,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-04-01,-0.033939,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-05-01,-0.092719,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-06-01,-0.092719,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-07-01,-0.171093,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-08-01,-0.288654,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-09-01,-0.308248,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-10-01,-0.298451,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-11-01,-0.278858,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2012-12-01,-0.259264,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-01-01,-0.1515,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-02-01,-0.092719,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-03-01,-0.092719,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-04-01,0.463388,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-05-01,0.433837,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-06-01,0.463388,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-07-01,0.502789,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-08-01,0.502789,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-09-01,0.463388,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-10-01,0.443687,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-11-01,0.414136,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2013-12-01,0.443687,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-01-01,0.423987,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-02-01,0.414136,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-03-01,0.414136,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-04-01,0.900517,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-05-01,0.890619,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-06-01,0.791638,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-07-01,0.78174,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-08-01,0.73225,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-09-01,0.623372,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-10-01,0.613474,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-11-01,0.593678,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2014-12-01,0.593678,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-01-01,0.524392,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-02-01,0.296737,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-03-01,0.346227,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-04-01,0.552077,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-05-01,0.581847,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-06-01,0.581847,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-07-01,0.601693,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-08-01,0.611617,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-09-01,0.562,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-10-01,0.552077,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-11-01,0.502461,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2015-12-01,0.492538,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-01-01,0.462768,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-02-01,0.413152,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-03-01,0.403229,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-04-01,0.363867,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-05-01,0.353947,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-06-01,0.344026,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-07-01,0.334106,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-08-01,0.334106,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-09-01,0.314265,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-10-01,0.314265,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-11-01,0.314265,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2016-12-01,0.304345,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-01-01,0.294425,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-02-01,0.294425,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-03-01,0.284504,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-04-01,-0.409092,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-05-01,-0.428801,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-06-01,-0.438656,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-07-01,-0.418946,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-08-01,-0.438656,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-09-01,-0.478074,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-10-01,-0.497783,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-11-01,-0.497783,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2017-12-01,-0.517493,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-01-01,-0.527347,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-02-01,-0.537202,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-03-01,-0.547057,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-04-01,-0.650724,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-05-01,-0.670419,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-06-01,-0.680266,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-07-01,-0.660572,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-08-01,-0.660572,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-09-01,-0.670419,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-10-01,-0.650724,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-11-01,-0.650724,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2018-12-01,-0.660572,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-01-01,-0.650724,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-02-01,-0.690113,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-03-01,-0.690113,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-04-01,-0.556074,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-05-01,-0.565936,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-06-01,-0.595524,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-07-01,-0.605386,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-08-01,-0.625112,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-09-01,-0.634974,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-10-01,-0.634974,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-11-01,-0.605386,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2019-12-01,-0.605386,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-01-01,-0.585661,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-02-01,-0.615249,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-03-01,-0.565936,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-04-01,0.209559,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-05-01,0.149963,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-06-01,0.110233,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-07-01,0.100301,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-08-01,0.090368,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-09-01,0.070503,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-10-01,0.070503,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-11-01,0.050638,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2020-12-01,0.06057,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-01-01,0.070503,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-02-01,0.06057,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-03-01,0.06057,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-04-01,-0.72598,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-05-01,-0.72598,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-06-01,-0.72598,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-07-01,-0.706269,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-08-01,-0.72598,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-09-01,-0.716125,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-10-01,-0.706269,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-11-01,-0.676703,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2021-12-01,-0.656992,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-01-01,-0.656992,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-02-01,-0.568293,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-03-01,-0.548582,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-04-01,-3.310787,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-05-01,-3.157571,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-06-01,-2.726649,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-07-01,-2.650041,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-08-01,-2.477672,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-09-01,-1.80735,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-10-01,-1.615829,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-11-01,-1.529645,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2022-12-01,-1.424309,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-01-01,-1.3477,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-02-01,-1.098724,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-03-01,-0.907203,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-04-01,-0.577034,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-05-01,-0.423619,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-06-01,-0.251026,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-07-01,-0.135964,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-08-01,-0.040079,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-09-01,0.074982,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-10-01,0.132513,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-11-01,0.094159,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2023-12-01,-0.011314,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-01-01,-0.16473,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-02-01,-0.09761,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-03-01,-0.078433,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-04-01,1.891589,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-05-01,1.891589,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-06-01,1.862254,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-07-01,1.793804,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-08-01,1.549343,""
island_finnland,finland_real_mortgage_rate_ec_forecast,,2024-09-01,1.37333,""
